SEQN,FIAINTRP,INDHHINC,SDMVPSU,DMDMARTL,MIALANG,DMDHRAGE,AIALANG,FIALANG,RIDAGEYR,DMDHRBRN,DMDYRSUS,DMDHHSIZ,WTINT2YR,MIAPROXY,SDDSRVYR,DMDHRGND,DMDBORN,RIDEXPRG,SIAPROXY,FIAPROXY,MIAINTRP,RIDAGEMN,INDFMINC,DMDHSEDU,INDFMPIR,RIDSTATR,RIAGENDR,DMDEDUC3,RIDRETH1,SDMVSTRA,SIAINTRP,DMQMILIT,RIDEXMON,DMDEDUC2,RIDAGEEX,DMDSCHOL,DMDCITZN,WTMEC2YR,DMDHRMAR,SIALANG,DMDHREDU,SourceYear
21167.0,2.0,11.0,2.0,1.0,1.0,60.0,,1.0,60.0,1.0,,2.0,59586.186657,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,726.0,11.0,3.0,5.0,2.0,2.0,,3.0,39.0,2.0,2.0,1.0,5.0,727.0,,1.0,62334.690549,1.0,1.0,5.0,2003
21172.0,2.0,4.0,2.0,1.0,1.0,51.0,1.0,1.0,51.0,1.0,,6.0,24958.503516,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,613.0,4.0,,0.77,2.0,1.0,,4.0,33.0,2.0,1.0,2.0,3.0,615.0,,1.0,26117.53879,1.0,1.0,3.0,2003
21181.0,2.0,3.0,2.0,1.0,1.0,61.0,,1.0,61.0,1.0,,3.0,24915.74853,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,737.0,3.0,,0.86,2.0,2.0,,3.0,30.0,2.0,2.0,2.0,3.0,738.0,,1.0,25366.194333,1.0,1.0,3.0,2003
21183.0,2.0,8.0,2.0,1.0,1.0,71.0,,1.0,73.0,1.0,,2.0,41282.425055,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,883.0,8.0,4.0,4.0,2.0,1.0,,3.0,36.0,2.0,1.0,1.0,4.0,884.0,,1.0,44962.579739,1.0,1.0,4.0,2003
21204.0,2.0,5.0,1.0,1.0,1.0,59.0,,1.0,62.0,2.0,,4.0,3300.106301,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,749.0,5.0,2.0,1.2,2.0,1.0,,1.0,34.0,2.0,2.0,1.0,2.0,750.0,,1.0,3693.456825,1.0,1.0,1.0,2003
21209.0,2.0,4.0,1.0,4.0,1.0,54.0,1.0,1.0,54.0,1.0,,3.0,49556.171576,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,651.0,4.0,,1.23,2.0,2.0,,3.0,31.0,2.0,2.0,2.0,4.0,651.0,,1.0,51962.154551,4.0,1.0,4.0,2003
21216.0,2.0,7.0,2.0,1.0,1.0,74.0,,1.0,74.0,1.0,,3.0,38570.898597,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,892.0,7.0,1.0,2.23,2.0,1.0,,3.0,34.0,2.0,1.0,1.0,1.0,894.0,,1.0,41634.648663,1.0,1.0,1.0,2003
21228.0,2.0,7.0,1.0,1.0,1.0,68.0,,1.0,63.0,3.0,7.0,2.0,35314.596827,2.0,3.0,1.0,3.0,,2.0,2.0,2.0,767.0,7.0,4.0,3.2,2.0,2.0,,5.0,43.0,2.0,2.0,1.0,4.0,769.0,,1.0,39684.449235,1.0,1.0,5.0,2003
21252.0,2.0,6.0,1.0,1.0,1.0,66.0,,1.0,62.0,1.0,,2.0,25274.398586,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,750.0,6.0,4.0,2.64,2.0,2.0,,3.0,41.0,2.0,2.0,2.0,4.0,751.0,,1.0,27186.997078,1.0,1.0,4.0,2003
21257.0,2.0,6.0,1.0,1.0,1.0,73.0,,1.0,67.0,1.0,,3.0,12859.829763,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,813.0,6.0,1.0,1.64,2.0,2.0,,4.0,33.0,2.0,2.0,2.0,1.0,814.0,,1.0,12825.443388,1.0,1.0,4.0,2003
21275.0,2.0,7.0,1.0,1.0,1.0,67.0,,1.0,65.0,1.0,,3.0,4727.686937,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,791.0,7.0,1.0,2.42,2.0,2.0,,1.0,34.0,2.0,2.0,1.0,1.0,792.0,,1.0,4734.929231,1.0,1.0,3.0,2003
21276.0,2.0,11.0,2.0,1.0,1.0,72.0,,1.0,72.0,1.0,,2.0,32961.234538,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,866.0,11.0,5.0,5.0,2.0,1.0,,3.0,39.0,2.0,1.0,1.0,5.0,867.0,,1.0,36491.94471,1.0,1.0,5.0,2003
21277.0,2.0,6.0,2.0,3.0,1.0,55.0,1.0,1.0,55.0,1.0,,1.0,39599.362689,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,669.0,6.0,,2.78,2.0,2.0,,3.0,34.0,2.0,2.0,2.0,3.0,669.0,,1.0,40346.995365,3.0,1.0,3.0,2003
21281.0,2.0,8.0,2.0,1.0,2.0,24.0,,1.0,64.0,2.0,7.0,7.0,3339.727014,2.0,3.0,1.0,2.0,,2.0,2.0,2.0,777.0,3.0,3.0,0.96,2.0,2.0,,1.0,40.0,2.0,2.0,1.0,1.0,777.0,,1.0,3453.837719,1.0,2.0,1.0,2003
21292.0,2.0,11.0,2.0,3.0,1.0,35.0,,1.0,63.0,1.0,,2.0,50864.443268,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,762.0,8.0,,5.0,2.0,1.0,,3.0,31.0,2.0,2.0,2.0,4.0,762.0,,1.0,56405.943288,5.0,1.0,5.0,2003
21298.0,2.0,11.0,2.0,1.0,1.0,66.0,,1.0,65.0,1.0,,2.0,54071.636841,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,786.0,11.0,5.0,5.0,2.0,2.0,,3.0,37.0,2.0,2.0,2.0,5.0,787.0,,1.0,58163.418916,1.0,1.0,5.0,2003
21300.0,2.0,7.0,1.0,1.0,1.0,81.0,,1.0,83.0,1.0,,2.0,19499.461864,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,1003.0,7.0,3.0,2.99,2.0,2.0,,3.0,29.0,2.0,2.0,2.0,3.0,1003.0,,1.0,22957.073725,1.0,1.0,5.0,2003
21304.0,2.0,,2.0,3.0,1.0,64.0,,1.0,64.0,1.0,,2.0,24915.74853,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,775.0,13.0,,,2.0,2.0,,3.0,30.0,2.0,2.0,2.0,2.0,776.0,,1.0,26065.025496,3.0,1.0,2.0,2003
21305.0,2.0,11.0,2.0,1.0,1.0,73.0,,1.0,75.0,1.0,,2.0,28463.044382,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,905.0,11.0,5.0,5.0,2.0,1.0,,3.0,30.0,2.0,2.0,2.0,5.0,906.0,,1.0,34059.049257,1.0,1.0,5.0,2003
21306.0,2.0,6.0,2.0,1.0,1.0,64.0,,1.0,64.0,1.0,,2.0,55807.586629,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,775.0,6.0,4.0,2.72,2.0,2.0,,3.0,31.0,2.0,2.0,2.0,4.0,775.0,,1.0,60017.425495,1.0,1.0,4.0,2003
21307.0,2.0,6.0,1.0,1.0,1.0,74.0,,1.0,72.0,1.0,,2.0,48394.373174,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,872.0,6.0,5.0,2.72,2.0,2.0,,3.0,29.0,2.0,2.0,2.0,5.0,873.0,,1.0,50576.581014,1.0,1.0,5.0,2003
21309.0,2.0,1.0,2.0,3.0,1.0,64.0,,1.0,64.0,1.0,,1.0,33763.879827,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,772.0,1.0,,0.06,2.0,2.0,,3.0,34.0,2.0,2.0,2.0,2.0,772.0,,1.0,38390.854077,3.0,1.0,2.0,2003
21311.0,2.0,8.0,1.0,1.0,1.0,44.0,1.0,1.0,50.0,1.0,,2.0,91837.819972,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,611.0,8.0,4.0,4.13,2.0,1.0,,3.0,37.0,2.0,1.0,1.0,4.0,612.0,,1.0,98533.496625,1.0,1.0,3.0,2003
21317.0,2.0,10.0,2.0,1.0,1.0,61.0,,1.0,61.0,1.0,,2.0,55807.586629,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,734.0,10.0,5.0,5.0,2.0,2.0,,3.0,31.0,2.0,2.0,2.0,4.0,734.0,,1.0,58381.796822,1.0,1.0,4.0,2003
21326.0,2.0,9.0,1.0,1.0,,51.0,,1.0,51.0,1.0,,2.0,23592.173148,,3.0,2.0,1.0,,2.0,2.0,,617.0,9.0,4.0,4.95,2.0,1.0,,1.0,31.0,2.0,1.0,1.0,4.0,618.0,,1.0,25397.04184,1.0,1.0,3.0,2003
21344.0,2.0,7.0,1.0,1.0,,49.0,,1.0,50.0,1.0,7.0,2.0,22106.869751,,3.0,2.0,2.0,,2.0,2.0,,604.0,7.0,1.0,3.3,2.0,1.0,,1.0,34.0,2.0,2.0,1.0,1.0,606.0,,2.0,21851.230856,1.0,1.0,2.0,2003
21345.0,2.0,6.0,2.0,1.0,1.0,68.0,,1.0,63.0,1.0,,2.0,15025.513504,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,759.0,6.0,3.0,2.24,2.0,2.0,,4.0,37.0,2.0,2.0,2.0,3.0,760.0,,1.0,17745.656798,1.0,1.0,4.0,2003
21359.0,2.0,2.0,2.0,2.0,2.0,79.0,,2.0,79.0,2.0,8.0,1.0,4264.56846,2.0,3.0,1.0,2.0,,2.0,2.0,2.0,951.0,2.0,,0.79,2.0,1.0,,1.0,38.0,2.0,2.0,1.0,1.0,952.0,,1.0,4140.159139,2.0,2.0,1.0,2003
21371.0,2.0,4.0,2.0,1.0,1.0,68.0,,1.0,68.0,1.0,,2.0,24331.716467,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,822.0,4.0,2.0,1.57,2.0,1.0,,3.0,30.0,2.0,2.0,2.0,1.0,822.0,,1.0,26524.993764,1.0,1.0,1.0,2003
21376.0,2.0,,1.0,1.0,1.0,44.0,1.0,1.0,54.0,1.0,,3.0,104201.516735,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,649.0,12.0,4.0,,2.0,1.0,,3.0,42.0,2.0,2.0,2.0,4.0,650.0,,1.0,107387.646707,1.0,1.0,9.0,2003
21382.0,2.0,,1.0,1.0,1.0,51.0,1.0,1.0,51.0,1.0,,2.0,101033.908962,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,617.0,12.0,4.0,,2.0,2.0,,3.0,31.0,2.0,2.0,2.0,5.0,617.0,,1.0,102941.420764,1.0,1.0,5.0,2003
21386.0,2.0,8.0,2.0,1.0,1.0,61.0,,1.0,61.0,1.0,,2.0,40076.357227,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,743.0,8.0,3.0,3.6,2.0,1.0,,3.0,30.0,2.0,2.0,2.0,2.0,744.0,,1.0,40578.042881,1.0,1.0,2.0,2003
21391.0,2.0,2.0,1.0,3.0,1.0,77.0,,1.0,77.0,1.0,,1.0,6254.700409,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,934.0,2.0,,1.0,2.0,1.0,,1.0,34.0,2.0,1.0,1.0,1.0,934.0,,1.0,6072.233406,3.0,1.0,1.0,2003
21393.0,2.0,8.0,2.0,1.0,1.0,66.0,,1.0,66.0,1.0,,2.0,54308.354721,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,793.0,8.0,3.0,4.0,2.0,1.0,,3.0,34.0,2.0,1.0,2.0,4.0,794.0,,1.0,54988.200005,1.0,1.0,4.0,2003
21395.0,2.0,,2.0,3.0,1.0,77.0,,1.0,77.0,1.0,,2.0,3902.564104,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,928.0,3.0,,1.07,2.0,2.0,,1.0,40.0,2.0,2.0,1.0,4.0,929.0,,1.0,3920.763506,3.0,1.0,4.0,2003
21396.0,2.0,1.0,2.0,5.0,2.0,61.0,,2.0,61.0,2.0,5.0,1.0,4547.035486,2.0,3.0,2.0,2.0,,2.0,2.0,2.0,739.0,1.0,,0.3,2.0,2.0,,1.0,38.0,2.0,2.0,1.0,1.0,740.0,,2.0,4571.807903,5.0,2.0,1.0,2003
21407.0,2.0,11.0,2.0,2.0,1.0,49.0,,1.0,78.0,3.0,6.0,6.0,15215.78407,2.0,3.0,1.0,3.0,,1.0,2.0,1.0,940.0,1.0,4.0,0.43,2.0,2.0,,4.0,29.0,1.0,2.0,2.0,4.0,941.0,,2.0,18372.506941,1.0,1.0,5.0,2003
21412.0,2.0,11.0,1.0,3.0,,42.0,,1.0,59.0,1.0,,2.0,87786.090544,,3.0,1.0,1.0,,2.0,2.0,,717.0,11.0,,5.0,2.0,1.0,,3.0,40.0,2.0,1.0,1.0,5.0,718.0,,1.0,94186.365258,3.0,1.0,3.0,2003
21419.0,2.0,6.0,1.0,1.0,1.0,59.0,1.0,1.0,58.0,2.0,,2.0,20807.000928,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,705.0,6.0,2.0,2.48,2.0,2.0,,1.0,34.0,2.0,2.0,1.0,2.0,707.0,,1.0,20523.972594,1.0,1.0,1.0,2003
21433.0,2.0,6.0,2.0,3.0,1.0,66.0,,1.0,66.0,1.0,,1.0,47031.404278,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,800.0,6.0,,3.22,2.0,2.0,,3.0,42.0,2.0,2.0,1.0,4.0,801.0,,1.0,49049.093929,3.0,1.0,4.0,2003
21442.0,2.0,9.0,1.0,1.0,1.0,58.0,1.0,1.0,58.0,1.0,,2.0,76894.563087,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,700.0,9.0,5.0,4.48,2.0,1.0,,3.0,29.0,2.0,1.0,2.0,5.0,700.0,,1.0,77003.332029,1.0,1.0,5.0,2003
21455.0,2.0,11.0,2.0,2.0,1.0,84.0,,1.0,84.0,1.0,,5.0,15608.635191,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,1012.0,3.0,,1.5,2.0,1.0,,3.0,30.0,2.0,2.0,2.0,1.0,1013.0,,1.0,18003.764433,2.0,1.0,1.0,2003
21456.0,2.0,7.0,1.0,1.0,1.0,77.0,,1.0,84.0,1.0,,2.0,7748.147403,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,1010.0,7.0,5.0,3.3,2.0,1.0,,3.0,30.0,2.0,1.0,2.0,5.0,1011.0,,1.0,8789.219904,1.0,1.0,4.0,2003
21457.0,2.0,6.0,1.0,2.0,1.0,79.0,,1.0,79.0,1.0,,1.0,11003.929362,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,951.0,6.0,,2.78,2.0,1.0,,4.0,39.0,2.0,1.0,1.0,5.0,952.0,,1.0,11416.607655,2.0,1.0,5.0,2003
21460.0,2.0,11.0,1.0,1.0,1.0,62.0,,1.0,71.0,1.0,,2.0,42473.381395,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,855.0,11.0,4.0,5.0,2.0,1.0,,3.0,31.0,2.0,1.0,2.0,4.0,855.0,,1.0,47037.994025,1.0,1.0,4.0,2003
